"1","대기과학에 대해 설명해 주세요.","자연환경과 대기와의 상호 관련된 현상과 영향을 연구하는 학문입니다. 대기과학은 옛날에는 천문학이라고 했는데, 일반적으로 천체에서 일어나는 현상을 관찰해 항해와 측지 등에 응용했습니다. 그리고 대기과학은 대기 예보 모델, 위성과 레이더 기상 등의 원격 탐색 기후 시스템, 기후 모델, 응용 기상, 황사, 지진 등에 대해 종합적으로 연구하는 과학입니다.","P","대기예보모델에 대해 설명해 주세요."
"1","대기과학에 대해 설명해 주세요.","대기과학은 대기권에 자연과 인위적으로 배출되기 때문에 대기오염 물질도 다양합니다. 그리고 대기 상태도 수시로 변위되기 때문에 관심 대상이 되는 지역에서의 대기오염 실측이 어렵습니다. 그럼에도 불구하고 아직 배출되지도 않은 미래의 대기오염 발생원에 대한 환경영향을 예측하는 작업도 실시해야 하기 때문에 대기오염 모델이 필요합니다.","P","대기권에 대해 설명해 주세요."
"1","대기과학에 대해 설명해 주세요.","대기과학은 대기권에 일어나는 모든 현상에 대해서 연구하는 학문입니다. 대기오염에 관련된 대처방법과 대기오염의 원인 등을 규명하는 것이 대표적이지만, 대기권 이외의 성층권,열권에 대한 연구는 이뤄지지 않고 있습니다","F",""
"1","대기과학에 대해 설명해 주세요.","대기오염물질이 대기에 영향을 주는 원인이나 그 상황을 연구하는 학문입니다. 일반적으로 대기 예보에 연구의 중심이 맞춰져 있으며, 대기오염을 일으키지 않는 성분은 대기과학의 연구 분야가 아닌 것으로 알려져 있습니다","F",""
"1","대기과학에 대해 설명해 주세요.","기후와 대기의 물리,화학적인 현상에 대해 연구하는 학문입니다. 그러나 대기 오염에 대한 관심이 늘어남에 따라서 대기오염 빈도가 줄어들었기 때문에 현재는 대기과학 분야에서 중점적으로 연구하는 분야가 없는 실정입니다.","F",""
"1","대기과학에 대해 설명해 주세요.","대기과학은 기후와 대기를 물리·화학적으로 연구하는 학문입니다. 그리고 기후대기 연구는 대기 환경, 기후변화와 대기공학으로 분류됩니다. 일반적으로 알려진 대기환경 분야는 대기 환경 기준에 관한 조사, 장거리 이동 대기오염물질의 측정과 조사, 황사의 성분과 발원지 조사, 생태계에 미치는 영향 조사 등에 관한 연구입니다.","P","황사에 대해 설명해 주세요."
"1","대기공학에 대해 설명해 주세요.","대기의 질을 좀 더 쾌적하게 유지하기 위하여 대기오염물질을 제어하는 최상가용청정기술을 연구하는 학문입니다. 세계보건기구에서는 대기오염을 대기 속에 인위적으로 배출된 대기오염물질이 한 가지나 그 이상으로 존재하여 오염물질의 양, 농도와 지속시간이 어떤 지역의 불특정 다수인에 불쾌감을 일으킨 현상이라고 하였습니다.","P","대기오염물질에 대해 설명해 주세요."
"1","대기공학에 대해 설명해 주세요.","대기공학은 대기오염물질이 인간의 활동과 동·식물의 생육에 피해를 일으키는 현상인 대기오염을 줄이려는 목적으로 대기오염물질을 배출하는 발생원에서 저비용과 고효율적인 대기오염 방지시설을 설계, 시공, 운전하기 위해 기술개발하는 환경공학의 분야입니다. ","P","대기오염방지시설에 대해 설명해 주세요."
"1","대기공학에 대해 설명해 주세요.","대기공학이란 대기오염을 제거하는 기술을 만드는 학문입니다. 그러나 아직까지 기술의 한계로 인하여 대기공학의 현실적 구현이 불가능하기 떄문에 대기오염을 원천적으로 제거하는 방식을 사용하고 있는 실정입니다.","F",""
"1","대기공학에 대해 설명해 주세요.","대기공학은 자연, 생활, 사회에서 발생한 대기오염물질을 효과적으로 제거하는 방식을 연구하는 학문입니다. 그러나 해당 오염물질을 제거하였을 때 부차적인 인과관계가 성립될 우려가 있기 때문에 제거하지 않는 방향으로 발전하고 있습니다","F",""
"1","대기공학에 대해 설명해 주세요.","대기공학은 인위적으로 만들어진 대기오염물질이 사회나 공동체에게 피해를 일으키는 대기오염을 모두 제거하는 것을 최종목표로 합니다. 따라서 해당 학문은 기업과의 충돌이 지속적으로 발생하는 비경제적인 학문으로 평가받고 있습니다","F",""
"1","대기공학에 대해 설명해 주세요.","대기공학은 자연, 생활과 사회의 국부적인 오염문제부터 지구환경문제까지 다루는 과학입니다. 대기오염물질은 인체, 동물과 식물, 재산 상에 미치는 피해가 큽니다. 그 중 대기오염지표물질은 인체에 가장 민감하게 피해를 일으키는 물질이며 아황산가스를 말합니다.","P","아황산가스에 대해 설명해 주세요."
"1","온실가스에 대해 설명해 주세요.","온실가스란 지구를 둘러싸고 있는 기체로 지표면에서 우주로 발산하는 적외선 복사열을 흡수 또는 반사할 수 있는 기체를 말합니다. 주된 온실가스로 이산화탄소, 메탄, 아산질소 등이 있습니다. 온실가스는 두 가지 이상의 원자가 결합된 분자로 잔류수명이 길어 온실효과에 영향을 줍니다.","P","지표면의 특징을 설명해 주세요."
"1","온실가스에 대해 설명해 주세요.","지구 공기는 질소, 산소, 아르곤 등이 주된 성분이고 이산화탄소는 1% 미만으로 존재하지만 지구 온도에 대한 영향은 매우 큽니다. 온실가스는 지구환경 유지에 없어서는 안 될 필수적인 요소이지만, 산업 발전으로 인한 온실가스 증가는 기후변화, 지구 온난화와 같은 온실가스효과를 초래하니다.","P","아르곤에 대해 설명해 주세요."
"1","온실가스에 대해 설명해 주세요.","온실가스란 인위적인 활동으로 인하여 생성된 이산화탄소를 통칭하는 말입니다. 이산화탄소는 열 흡수량이 굉장히 높아서 상온에서 상온보다 높은 온도를 유지하기 때문에 지구온난화를 일으키는 주범으로 평가받고 있습니다","F",""
"1","온실가스에 대해 설명해 주세요.","온실가스는 인위적인 활동으로만 생성되기 때문에 대기과학과 대기공학의 최종적인 목표는 온실가스를 영구적으로 대기환경에서 제거하는 것입니다. 온실가스가 대기에 존재하지 않더라도 어떠한 부작용도 발생하지 않기 떄문입니다","F",""
"1","온실가스에 대해 설명해 주세요.","온실가스는 대기를 구성하는 중요한 구성요소입니다. 대기의 적정온도를 유지해주기 떄문입니다. 따라서 온실가스는 대기 중 비율이 높을 수록 친환경적이라고 평가받으며 대기공학은 어떤 방식으로 온실가스의 비율을 높일지를 연구합니다","F",""
"1","온실가스에 대해 설명해 주세요.","온실가스는 지구의 온도를 일정하게 유지시켜 주는 온실효과에 매우 중요한 요소입니다. 온실효과는 태양으로부터 전달되어 지구 표면에서 방출되는 복사열을 대기 중에 존재하는 온실가스가 흡수하고 순환하며 지표면으로 다시 방출하는 과정을 통해 지구온도가 일정하게 유지되도록 합니다.","P","복사열에 대해 설명해 주세요."
"2","지구온난화지수에 대해 설명해 주세요.","기후 변화에 관한 정부간 패널가 발표한 2001년 제3차 평가보고서에 따르면, 지구온난화지수는 20년, 50년, 100년 등의 일정 기간 동안 1톤의 온실가스가 같은 양의 이산화탄소와 비교했을 때 흡수하여 가둘 수 있는 복사강제력을 말합니다. 메탄의 경우에는 수명이 짧은 편이기 때문에 20년 동안의 지구온난화지수는 86이지만, 100년 동안의 지구온난화지수는 34로 낮습니다.","P","메탄에 대해 설명해 주세요."
"2","지구온난화지수에 대해 설명해 주세요.","이산화탄소와 비교했을 때 다른 온실가스가 가둘 수 있는 상대적인 열의 양을 나타내는 지수로, 보통 20년, 50년, 100년에 걸친 기간의 자료로 계산합니다. 대기 중에 존재하는 온실가스는 모두 수명을 가지고 있습니다. 이 수명을 고려했을 때, 같은 온실가스라 할지라도 20년과 100년 동안 지구온난화에 미치는 영향은 다르게 나타납니다.","P","이산화탄소 외 다른 온실가스의 종류를 설명해 주세요."
"2","지구온난화지수에 대해 설명해 주세요.","지구온난화지수는 대기 중의 이산화탄소 비율을 통해 결정합니다. 따라서 이산화탄소의 비율이 높을 수록 지구온난화지수가 높게 평가되는데 현재 이산화탄소 비율은 과거보다 낮기 때문에 지구온난화지수가 낮게 평가되고 있습니다","F",""
"2","지구온난화지수에 대해 설명해 주세요.","이산화탄소의 대기 중의 비율과 다른 온실가스의 비율을 상대적으로 평가한 수치를 지구온난화지수라고 합니다. 따라서 이산화탄소 비율이 높을 수록 온난화지수가 감소하고 다른 온실가스 비율이 높을 수록 지구온난화지수는 상승합니다","F",""
"2","지구온난화지수에 대해 설명해 주세요.","지구온난화 지수는 20년,50년,80년 이렇게 30년 단위로 1톤의 대기에 존재하는 온실가스의 비율로 측정됩니다. 또한 온실가스는 그 수명이 영구적이기 때문에 보통의 경우 지구온난화지수는 증가량을 통해 표현되는 것이 일반적입니다","F",""
"2","온실가스의 종류에 대해 설명해 주세요.","수증기는 지구 온실가스의 가장 많은 부분을 차지하는 수증기는 주로 태양 복사열에 의해 바다에서 만들어 집니다. 이산화탄소는 자연발생적 이산화탄소의 양은 지구 대기 중 미미한 수준이며, 다른 온실 가스에 비해 온실효과에 대한 영향이 크지 않았습니다. 하지만 1750년 산업혁명 이후 급증한 화석연료의 사용으로 인위적으로 발생되는 온실가스 중 이산화탄소는 80%를 차지합니다.","P","산업혁명에 대해 설명해 주세요."
"2","온실가스의 종류에 대해 설명해 주세요.","대기 중에 존재하는 메탄가스는 이산화탄소에 비해 200분에 1에 불과하지만, 그 효과는 이산화탄소에 비해 20배 이상 강력하다고 알려져 있습니다. 메탄가스는 미생물에 의한 유기물질의 분해과정을 통해 주로 생산되며, 화석연료 사용, 폐기물 배출, 가축 사육, 바이오매스의 연소 등 다양한 인간 활동과 함께 생산됩니다.","P","화석연료에 대해 설명해 주세요."
"2","온실가스의 종류에 대해 설명해 주세요.","온실가스의 대표적인 구성요소로는 이산화탄소와 일산화탄소가 있습니다. 일산화탄소는 대기 중에 존재하면서 유기체에게 호흡곤란과 같은 유해한 기체로 평가되기 때문에, 온실가스는 대부분 인체에 유해한 것으로 평가받고 있습니다","F",""
"2","온실가스의 종류에 대해 설명해 주세요.","메탄가스가 대표적인 온실가스입니다. 메탄은 온실가스의 가장 많은 부분을 차지하며 주로 태양복사열에 의해 바다에서 기화함으로써 대기 중에 합류합니다. 메탄가스는 자연발생이 대부분이며 인위적으로는 만들어지지 않습니다","F",""
"2","온실가스의 종류에 대해 설명해 주세요.","수증기는 온실가스를 대표하는 구성요소입니다. 일반적으로 자연발생이 대부분을 차지하지만 인간활동에 의해서 만들어져서 대기에 합류하는 경우가 최근에는 그 비율이 더 높아지고 있습니다. 수증기는 폐기물배출,가축 사육 등에서 가장 많이 배출되고 있습니다","F",""
"2","온실가스의 종류에 대해 설명해 주세요.","아산화질소는 자연계에 존재하는 온실 가스 중 하나이나 화석연료의 연소, 자동차 배기가스, 질소비료의 사용으로도 생산됩니다. 이산화탄소에 비해 존재양은 매우 작으나, 지구온난화지수로 보면 300배 이상의 적외선 흡수 능력을 가진 온실가스입니다. 수소불화탄소는 자연계에 존재하지 않으며 인위적으로 발생되는 온실가스로 에어컨, 냉장고의 냉매로 사용량이 급증하면서 온실가스를 일으키는 주범으로 지목받고 있습니다.","P","질소비료에 대해 설명해 주세요."
"2","IPCC에 대해 설명해 주세요.","기후 변화와 관련된 전 지구적 위험을 평가하고 국제적 대책을 마련하기 위해 세계기상기구와 유엔환경계획이 공동으로 설립한 유엔 산하 국제 협의체입니다. 기후 변화 문제의 해결을 위한 노력이 인정되어 2007년 노벨 평화상을 수상하였습니다. 각국의 기상학자, 해양학자, 빙하 전문가, 경제학자 등 3천여 명의 전문가로 구성되어 있습니다.","P","세계기상기구에 대해 설명해 주세요."
"2","IPCC에 대해 설명해 주세요.","본부는 스위스 제네바에 있으며 2007년 10월 현재 의장, 사무국장, 3개 실무 그룹, 1개 태스크포스로 조직되어 있습니다. 노벨위원회는 IPCC가 인간이 기후 변화에 미친 영향을 연구하고, 기후 변화 문제의 해결을 위한 초석을 다지는 데 노력한 공로를 인정해 미국전 부통령 앨 고어와 함께 2007년 노벨 평화상을 수상하였습니다.","P","인간이 기후변화에 미친 영향을 설명해 주세요."
"2","IPCC에 대해 설명해 주세요.","기후변화로 인해 발생하는 이상기후현상에 대해서 국제적으로 대처하기 위해서 2007년 IPCC를 설립하여 국제적 대응을 약속하였습니다. 주로 각 국가를 대표하는 기상학자들이 모여 현안을 논의하는 방식으로 진행되고 있씁니다","F",""
"2","IPCC에 대해 설명해 주세요.","리우환경정상회담에서 유엔기후변화협약과 함께 국제적으로 대기오염을 대처하기 위해서 IPCC를 설립하였습니다. 그러나 대기오염의 정도가 감소함에 따라서 2007년 IPCC는 공식적으로 국제사회에서 퇴장하게 되었습니다.","F",""
"2","IPCC에 대해 설명해 주세요.","스위스 제네바에 위치해있는 IPCC는 인간 활동이 기후 변화에 얼만큼의 영향을 주었는지 연구하고 이에 대한 해결책을 강구하는 영리단체입니다. 주로 각국의 기상학자, 해양학자, 빙하 전문가, 경제학자 등의 전문가로 구성되어 있습니다","F",""
"2","IPCC에 대해 설명해 주세요.","IPCC의 주된 활동 중 하나는 1992년 리우 환경 정상회담에서 채택한 유엔기후변화협약과 1997년 발효된 교토의정서의 이행과 관련한 문제들에 대해 특별보고서를 작성하는 일입니다. 1990년 이후 4차례에 걸쳐 발표된 특별보고서는 인간의 활동으로 인해 비롯된 공해 물질이 기후 변화에 어떤 영향을 끼치는지 과학적, 기술적, 사회경제학적으로 분석한 결과를 제공하고 있습니다.","P","교토의정서에 대해 설명해 주세요."
"1","엘니뇨에 대해 설명해 주세요.","엘니뇨가 국지적인 현상이 아니라 적도 동태평양 전반에 걸쳐 벌어지는 대규모 해양대기 상호작용 현상의 결과임이 알려지고, 전 지구적인 기후에 큰 영향을 미치게 됨을 알면서부터는 페루 연안의 국지적인 난류보다도 열대 태평양의 대규모 고수온 현상을 의미하게 되었습니다.","P","적도 부근의 특징을 설명해 주세요."
"1","엘니뇨에 대해 설명해 주세요.","엘니뇨의 구체적 정의는 국가마다 조금씩 다른데, 예를 들어 한국에서는 2016년 12월 23일 전까지 엘니뇨 감시구역에서 5개월 이동평균한 해표면 수온 편차가 섭씨 0.4도 이상 되는 기간이 6개월 이상 지속될 때의 첫 달을 엘니뇨 발달의 시작으로 정의했었으나, 그 이후 미국과 동일한 기준으로 변경하였습니다.","P","해표면의 수온편차에 대해 설명해 주세요."
"1","엘니뇨에 대해 설명해 주세요.","엘리뇨는 스페인어로 여자 아이를 의미하는 것으로 열대 지방의 태평양에서 급격하게 해수의 온도가 상승하면서 동태평양의 수온이 낮아지는 현상을 말합니다. 주로 무역풍이 다른 해보다 강해질 때 강해지는 특징이 있습니다","F",""
"1","엘니뇨에 대해 설명해 주세요.","엘리뇨는 인위적인 활동에 의해 지구온난화 지수가 높아지고 대기오염이 활발하게 진행됨에 따라 발생한 이상기후의 현상입니다.  엘리뇨가 발생하게 되면 1년 중 5개월 이상 동안 해수면 온도가 평소보다 0.5도 이상 낮아지게 됩니다","F",""
"1","엘니뇨에 대해 설명해 주세요.","엘리뇨는 국지적인 현상입니다. 동태평양에서 발생하는 고수온 현상으로 해당 해수가 해류를 타고 전지구적으로 이동하면서 모든 해양의 온도가 0.5도 이상 높아지는 결과를 초래하게 됩니다. ","F",""
"1","엘니뇨에 대해 설명해 주세요.","엘니뇨는 수천 년 전부터 발생해 온 것으로 여겨지고 있는데, 기우제 등을 위해 인간을 제물로 바치던 고대 잉카제국에서부터 오늘날의 페루까지 이어진다고 보고 있습니다. 7~9개 월 정도만 지속되는 경우에는 엘니뇨 조건으로, 그 이상 지속되는 경우에는 엘니뇨 에피소드로 구분하기도 합니다.","P","엘니뇨 에피소드에 대해 설명해 주세요."
"2","대기안정도에 대해 설명해 주세요.","대기가 원래의 역학적 평형상태로 돌아가려고 하거나, 대기의 상태가 크게 변하는 정도를 나타내는 것으로서, 정역학적 안정도와 동역학적 안정도가 있습니다. 정역학적 안정도는 온위 또는 상당온위의 연직경도가 요인으로, 대기가 층을 이룬 상태의 안정도입니다. 동역학적 안정도는 풍속의 연직 또는 수평의 경도가 요인이 되어 파동의 발생여부를 판정하게 됩니다.","P","상당온위에 대해 설명해 주세요."
"2","대기안정도에 대해 설명해 주세요.","대기안정도에는 정역학적 안정도와 동역학적 안정도가 있습니다. 정지상태에 있는 대기의 성층상태의 안정도를 정역학적 안정도 또는 연직안정도라고 합니다. 작은 자극이 주어졌을 때 마침내 기층이 전도를 일으키느냐 그렇지 않느냐를 판정하는 데 사용됩니다.","P","연직안정도에 대해 설명해 주세요."
"2","대기안정도에 대해 설명해 주세요.","대기안정도는 대기권에서 대기의 이동이 정지상태에 있을 때를 의미합니다. 따라서 대기안정도가 1일 경우에는 바람이 불지 않는 대기라고 고려되며, 현실적으로 대기안정도는 1에 수렴할 수 없는 구조를 가지고 있습니다.","F",""
"2","대기안정도에 대해 설명해 주세요.","대기안정도는 정역학적 안정도와 동역학적 안정도가 있습니다. 정지상태에 있는 대기가 안정도가 변화하였을 경우 동역학적 안정도로 측정하며 반대로 대기 안정도가 높은 대기가 급격히 그 안정도가 하락하였을 떄는 정역학적 안정도라고 불리웁니다","F",""
"2","대기안정도에 대해 설명해 주세요.","대기의 안정도는 운동을 하고 있는 경우 동역학적 안정도라고 불리웁니다. 또한 동역학적 안정도는 대부분의 경우 기층이 전도를 일으키기 떄문에, 천둥과 번개와 같은 자연 현상을 일으키는 역할을 하고 있습니다.","F",""
"2","대기안정도에 대해 설명해 주세요.","운동하고 있는 대기의 안정도를 동역학적 안정도라고 합니다. 이에 관여하는 가장 중요한 요인은 풍속의 연직 또는 수평 경도입니다. 불연속면에 파동이 발생하는가 않는가, 편서풍대에 파동이 발생하는가 않는가 등을 판정하며, 저기압 발달에 관한 이론의 기초가 됩니다. 파동에 작용하는 힘으로는 중력, 지구 회전에 의한 관성력 및 풍속차에 수반되는 변형력을 들 수 있습니다.","P","편서풍에 대해 설명해 주세요."
"1","기후에 대해 설명해 주세요.","사전적으로 기후는 일정한 지역에서 장기간에 걸쳐 나타나는 대기현상의 평균적인 상태로 날씨가 시시각각 변화하는 순간적인 대기현상이라면, 기후는 장기간의 대기현상을 종합한 것이라고 정의됩니다. 기후는 서양적인 의미로는 지후, 동양적인 의미로는 24절기 · 72후 등 시후의 뜻이 강합니다.","P","24절기와 기후의 관계를 설명해 주세요."
"1","기후에 대해 설명해 주세요.","기후와 대별되는 단어가 날씨입니다. 날씨는 길지 않은 시간대의 종합적인 기상상태를 말합니다. 기상과 다른 점은 날씨가 생활조건에 보다 깊이 관여하고 있다는 점입니다. 날씨는 기압, 기온, 습도, 바람, 구름의 양과 형태, 강수량, 일조, 시정의 기상요소를 종합한 대기의 상태입니다.","P","구름에 대해 설명해 주세요."
"1","기후에 대해 설명해 주세요.","기후는 날씨라고 사회적으로 표현됩니다. 길지 않은 시간 대 예를 들어, 하루에 발생하는 대기의 상태에 대한 평균을 측정하는 것이 기후이며, 해당 구성요소로는 바람의 세기, 기온, 수온, 강수량 등이 포함되고 있습니다.","F",""
"1","기후에 대해 설명해 주세요.","기후는 대기의 장기적인 평균 상태를 의미합니다. 주로 1년 단위로 측정되며, 대기 현상은 지역마다 다르게 나타나기 때문에 각 지역의 기후는 모두 다르지만, 지역의 시간적 변화는 영구적으로 일어나지 않는다는 특징을 가지고 있습니다","F",""
"1","기후에 대해 설명해 주세요.","기후는 일정한 지역에서 장기간에 걸쳐 나타나는 대기현상을 칭하는 용어입니다. 따라서 기후는 지속적으로 변화하는 단위이기 때문에, 해당 기후보다 더 장기적으로 평균적인 대기현상을 측정하는 날씨 개념을 더욱 자주 사용하고 있습니다","F",""
"1","기후에 대해 설명해 주세요.","사람들은 오랜 경험을 통해 기후 환경에 적절히 적응하면서 독특한 문화를 만들어 나갑니다. 눈이 많이 내리는 곳은 지붕의 경사가 급합니다. 바람이 강한 지역에서는 바람에 견딜 수 있는 구조의 주거를 만듭니다. 다시 말해 기후라는 용어에는 사람들이 살고 있는 지역의 개념이 반영되어 있습니다.","P","바람에 대해 설명해 주세요."
"1","대기권에 대해 설명해 주세요.","대기권이란 우리가 살고 있는 지구를 에워싸고 있는 공기층을 말합니다. 통상 대기권의 영역은 지표면으로부터 약 10,000㎞ 정도까지로 봅니다. 지구를 둘러싸고 있는 공기의 층을 대기라고 부릅니다. 중력으로 지구표면에 밀착되어 지구와 같이 서에서 동으로 회전하는 기체의 총칭이라 할 수 있습니다.","P","중력에 대해 설명해 주세요."
"1","대기권에 대해 설명해 주세요.","대기의 존재로 인해 지구는 태양의 직사광선에 무한히 가열되지 않습니다. 야간에는 복사냉각에 의해 극저온으로 떨어지지 않습니다. 또 대기는 유성이나 우주선, 태양의 미립자, 복사 등 높은 에너지 입자의 침입으로부터 지구를 보호하고, 인류가 살아갈 수 있도록 산소와 맑은 공기를 공급해 줍니다.","P","태양의 미립자에 대해 설명해 주세요."
"1","대기권에 대해 설명해 주세요.","대기권이란 대기의 가장 상층부에 존재하는 대기층으로서 인간활동에 가장 중요한 역할을 합니다. 지표면에서 가장 멀어 인간의 활동에 영향을 줄것같지 않지만 태양복사에너지를 지속적으로 유지하게 하여 지구의 온도를 유지하는 중요한 역할을 합니다","F",""
"1","대기권에 대해 설명해 주세요.","대기권이란 우리가 살고 있는 지구의 대기의 가장 아랫부분에 위치하여 인간활동이 가능하게 되는 지역을 말합니다. 대류활동이 활발하게 일어나기 떄문에 비행기의 경우 해당 대류를 피하기 위해 열권에서 주로 비행을 하고 있습니다.","F",""
"1","대기권에 대해 설명해 주세요.","대기권의 대부분은 질소와 이산화탄소로 이루어져있으며 유기체의 호흡에 필요한 산소는 단지 9%만 존재할 뿐입니다. 지구온난화로 대기권의 이산화탄소가 높아짐에 따라 해당 산소의 비율이 감소하여 유기체의 터전이 사라지고 있습니다","F",""
"1","대기권에 대해 설명해 주세요.","대기의 대부분은 질소와 산소로 구성되어 있습니다. 그러나 아주 미량밖에 없는 이산화탄소나 오존, 수증기의 역할은 매우 큽니다. 수증기의 90%는 지표면에서 수 km까지의 층에 밀집해 있습니다. 공기 중에 포함된 수증기는 적은 양이지만, 상변화로 대기에 에너지를 공급해 주는 매우 중요한 역할을 합니다.","P","수증기의 상변화에 대해 설명해 주세요."
"1","대류권에 대해 설명해 주세요.","대기권은 고도에 따른 기온 변화에 따라 4개의 층으로 구분합니다. 각 층의 이름은 권이 됩니다. 그리고 권과 권의 경계면을 권계면이라 합니다. 대류권은 대기 질량의 대부분을 차지하는 층입니다. 대표적인 특성은 고도가 증가함에 따라 기온이 감소한다는 것입니다. 태양복사가 지면에서 흡수된 후, 장파로 재복사되는 층입니다. ","P","대류권의 특징을 설명해 주세요."
"1","대류권에 대해 설명해 주세요.","대류권의 하층부는 기온이 높게 됩니다. 그러나 상층으로 갈수록 복사냉각되어 기온은 낮아집니다. 대류권은 고도에 따라 일정한 비율로 기온이 감소하는 기온감률을 갖습니다. 건조공기는 1km에 10도 정도 하강하고, 포화공기는 5도 정도 하강합니다. 실제 대기 중의 습윤공기는 1km에 6.5도의 기온감률을 갖습니다.","P","습윤공기에 대해 설명해 주세요."
"1","대류권에 대해 설명해 주세요.","대기권에 대해 고도에 따른 4개로 나눈 것 중 하나입니다. 낮은 쪽에서 2번째에 해당하는 층으로 10~13km에서 시작하여 50km에서 끝나는데 시작되는 높이는 위도마다 조금씩 달라집니다. 북극과 남극에서는 좀더 낮은 곳에서 시작되어 8km상공에서 시작됩니다.","F",""
"1","대류권에 대해 설명해 주세요.","대류권은 성층권과 열권 사이에 위치하며 고도가 상승할수록 온도가 계속해서 감소한다는 특징을 가지고 있습니다. 대기권 내에서 가장 낮은 온도가 위치하는 곳이며 대류가 불안정하기 떄문에 날씨현상이 일어나고 있습니다.","F",""
"1","대류권에 대해 설명해 주세요.","중간권 계면에서 열권계면 사이에 위치한 영역을 대류권이라고 합니다. 고도가 상승할수록 온도가 계속 증가하는데 이는 대류권 입자들이 태양 복사열을 흡수하기 때문에 일반적으로 가장 높은 대류권에서 입자가 많기 때문에 가장 높은 온도를 자랑합니다","F",""
"1","대류권에 대해 설명해 주세요.","중위도에서 대류권의 구조는 저층, 지표층, 이류층으로 나뉩니다. 지상으로부터 2m 높이의 대기층을 저층이라고 하며 미기상학이 적용됩니다. 이보다 위인 지표층은 지상층이라고도 부릅니다. 2m~2km까지의 공기층으로 지표의 마찰이 바람에 영향을 미치는 고도입니다. 기온은 고도에 따라 감소하고, 습도는 일변화의 영향을 받습니다.","P","이류층에 대해 설명해 주세요."
"2","성층권에 대해 설명해 주세요.","대류권계면과 고도 50km 정도인 성층권계면 사이의 층입니다. 온도가 거의 일정하거나 서서히 증가하는 층이기에 대류권과 구별됩니다. 구조는 둘로 나뉩니다. 먼저 등온층은 대류권계면으로부터 35km까지의 층입니다. 기온이 높이와 무관하게 거의 일정한 층입니다.","P","등온층의 특징을 설명해 주세요."
"2","성층권에 대해 설명해 주세요.","등온층에서는 대기가 안정하고 불순물이 적어서 일반적으로는 구름이 없습니다. 그러나 가끔 하층에 권운이나 진주모운이 나타나기도 합니다. 성층권의 가장 큰 특징은 오존층이 존재한다는 점입니다. 오존으로 인해 고도에 따라 기온이 서서히 상승합니다. 오존이 태양광선으로부터 자외선을 흡수하기 때문입니다.","P","권운에 대해 설명해 주세요."
"2","성층권에 대해 설명해 주세요.","성층권은 대기권 가장 높은 곳에서 위치한 곳으 기상현상은 찾아보기 힘들지만 대략 고도 10km 정도에서 상층대기 번개의 일종인 엘브스가 관찰되며 오로라가 10~25km 드물게 100km 까지의 높이에서 관찰되고 있습니다.","F",""
"2","성층권에 대해 설명해 주세요.","성층권은 대류권에 존재하는 산소와 오존이 자외선을 상층에서부터 흡수하면서 발생하는 열로 상층부터 뜨거워지기 때문에 성층권 하층이 온도가 높고 대류권계면과 멀어질수록 온도가 감소하는 특징을 가지고 있습니다.","F",""
